"","GEOID20","DISTRICTNO"
"1","42001000170",5
"2","42001000190",5
"3","42001000200",5
"4","42001000260",5
"5","42001000230",5
"6","42001000270",5
"7","42001000310",5
"8","42001000320",5
"9","42001000330",5
"10","42001000370",5
"11","42001000380",5
"12","42001000390",5
"13","42001000425",5
"14","42001000450",5
"15","42001000440",5
"16","42001000460",5
"17","42001000480",5
"18","42001000240",5
"19","42001000280",5
"20","42001000340",5
"21","42001000360",5
"22","42001000350",5
"23","42001000385",5
"24","42001000400",5
"25","42001000410",5
"26","42001000427",5
"27","42001000290",5
"28","42001000010",5
"29","42001000040",5
"30","42001000020",5
"31","42001000030",5
"32","42001000050",5
"33","42001000070",5
"34","42001000490",5
"35","42001000082",5
"36","42001000078",5
"37","42001000060",5
"38","42001000090",5
"39","42001000100",5
"40","42001000130",5
"41","42001000110",5
"42","42001000120",5
"43","42001000140",5
"44","42001000150",5
"45","42001000160",5
"46","42001000180",5
"47","42079000025",9
"48","42079000010",9
"49","42079000060",9
"50","42079000050",9
"51","42079000070",9
"52","42079000083",9
"53","42079000080",9
"54","42079000088",9
"55","42079000095",9
"56","42079000120",9
"57","42079000180",9
"58","42051000536",2
"59","42051001072",2
"60","42035000010",8
"61","42035000020",8
"62","42035000030",8
"63","42035000370",8
"64","42035000040",8
"65","42035000050",8
"66","42035000060",8
"67","42035000070",8
"68","42035000080",8
"69","42035000090",8
"70","42035000100",8
"71","42035000110",8
"72","42035000120",8
"73","42035000130",8
"74","42035000140",8
"75","42035000150",8
"76","42035000160",8
"77","42035000170",8
"78","42035000180",8
"79","42035000210",8
"80","42035000190",8
"81","42035000220",8
"82","42035000200",8
"83","42035000230",8
"84","42035000250",8
"85","42035000265",8
"86","42035000240",8
"87","42035000280",8
"88","42035000290",8
"89","42035000300",8
"90","42035000315",8
"91","42035000340",8
"92","42035000350",8
"93","42035000360",8
"94","42089000162",10
"95","42089000164",10
"96","42115000010",9
"97","42115000020",10
"98","42115000430",10
"99","42115000030",10
"100","42115000360",10
"101","42115000040",10
"102","42115000050",10
"103","42115000060",9
"104","42067000010",8
"105","42067000020",8
"106","42067000030",8
"107","42067000200",8
"108","42067000040",8
"109","42067000050",4
"110","42067000071",3
"111","42067000090",8
"112","42067000100",8
"113","42067000110",8
"114","42067000120",4
"115","42067000130",8
"116","42067000140",3
"117","42067000150",4
"118","42067000160",8
"119","42067000170",3
"120","42067000180",3
"121","42067000190",3
"122","42025000015",10
"123","42025000040",10
"124","42025000050",10
"125","42025000062",10
"126","42025000070",10
"127","42025000058",10
"128","42025000100",10
"129","42025000090",10
"130","42025000460",10
"131","42025000080",10
"132","42025000130",10
"133","42025000120",10
"134","42025000110",10
"135","42025000140",10
"136","42025000150",10
"137","42025000160",10
"138","42025000180",10
"139","42025000200",10
"140","42025000190",10
"141","42025000210",10
"142","42025000220",10
"143","42025000170",10
"144","42025000240",10
"145","42025000250",10
"146","42025000230",10
"147","42025000258",10
"148","42025000262",10
"149","42025000280",10
"150","42025000270",10
"151","42025000290",10
"152","42025000310",10
"153","42025000300",10
"154","42025000320",10
"155","42025000340",10
"156","42025000350",10
"157","42025000330",10
"158","42025000360",10
"159","42025000376",10
"160","42025000390",10
"161","42025000400",10
"162","42025000380",10
"163","42025000420",10
"164","42025000410",10
"165","42025000428",10
"166","42025000432",10
"167","42025000371",10
"168","42025000363",10
"169","42025000379",10
"170","42025000367",10
"171","42025000450",10
"172","42025000440",10
"173","42081000742",9
"174","42081000075",9
"175","42081000712",9
"176","42081000732",9
"177","42081000772",9
"178","42081000692",9
"179","42081000802",9
"180","42081000722",9
"181","42081000682",9
"182","42081000792",9
"183","42081000782",9
"184","42081000752",9
"185","42081000762",9
"186","42081000702",9
"187","42031000010",7
"188","42031000020",7
"189","42031000500",7
"190","42091003384",14
"191","42091003382",14
"192","42015000010",9
"193","42015000020",9
"194","42015000030",9
"195","42015000040",9
"196","42015000610",9
"197","42015000100",9
"198","42015000080",9
"199","42015000090",9
"200","42015000050",9
"201","42015000110",9
"202","42015000070",9
"203","42015000120",9
"204","42015000060",9
"205","42015000140",9
"206","42015000130",9
"207","42015000150",9
"208","42015000160",9
"209","42015000170",9
"210","42015000190",9
"211","42015000200",9
"212","42015000180",9
"213","42015000210",9
"214","42015000230",9
"215","42015000220",9
"216","42015000240",9
"217","42015000250",9
"218","42015000260",9
"219","42015000270",9
"220","42015000280",9
"221","42015000290",9
"222","42057000010",3
"223","42057000020",3
"224","42057000030",3
"225","42057000040",3
"226","42057000050",3
"227","42057000060",3
"228","42057000070",3
"229","42057000080",3
"230","42057000090",3
"231","42057000110",3
"232","42057000100",3
"233","42057000130",3
"234","42015000310",9
"235","42015000300",9
"236","42015000340",9
"237","42015000330",9
"238","42015000360",9
"239","42015000350",9
"240","42015000320",9
"241","42015000370",9
"242","42015000380",9
"243","42015000390",9
"244","42015000400",9
"245","42015000410",9
"246","42015000420",9
"247","42015000430",9
"248","42015000440",9
"249","42015000450",9
"250","42015000490",9
"251","42015000470",9
"252","42015000460",9
"253","42015000480",9
"254","42015000510",9
"255","42015000500",9
"256","42015000520",9
"257","42015000530",9
"258","42015000540",9
"259","42015000550",9
"260","42015000560",9
"261","42015000570",9
"262","42015000580",9
"263","42015000600",9
"264","42015000590",9
"265","42129001684",2
"266","42129001694",2
"267","42129001682",2
"268","42129001692",2
"269","42047000170",8
"270","42047000140",8
"271","42047000160",8
"272","42047000200",8
"273","42047000190",8
"274","42047000210",8
"275","42047000242",8
"276","42047000250",8
"277","42047000262",8
"278","42047000230",8
"279","42047000220",8
"280","42047000355",8
"281","42047000395",8
"282","42047000375",8
"283","42047000315",8
"284","42047000325",8
"285","42047000385",8
"286","42047000295",8
"287","42047000335",8
"288","42047000365",8
"289","42047000345",8
