"","GEOID20","id"
"1","42001000170",10
"2","42001000190",10
"3","42001000200",10
"4","42001000260",10
"5","42001000230",10
"6","42001000270",10
"7","42001000310",10
"8","42001000320",10
"9","42001000330",10
"10","42001000370",10
"11","42001000380",10
"12","42001000390",10
"13","42001000425",10
"14","42001000450",10
"15","42001000440",10
"16","42001000460",10
"17","42001000480",10
"18","42001000240",10
"19","42001000280",10
"20","42001000340",10
"21","42001000360",10
"22","42001000350",10
"23","42001000385",10
"24","42001000400",10
"25","42001000410",10
"26","42001000427",10
"27","42001000290",10
"28","42001000010",10
"29","42001000040",10
"30","42001000020",10
"31","42001000030",10
"32","42001000050",10
"33","42001000070",10
"34","42001000490",10
"35","42001000082",10
"36","42001000078",10
"37","42001000060",10
"38","42001000090",10
"39","42001000100",10
"40","42001000130",10
"41","42001000110",10
"42","42001000120",10
"43","42001000140",10
"44","42001000150",10
"45","42001000160",10
"46","42001000180",10
"47","42079000025",11
"48","42079000010",11
"49","42079000060",11
"50","42079000050",11
"51","42079000070",11
"52","42079000083",11
"53","42079000080",11
"54","42079000088",11
"55","42079000095",11
"56","42079000120",11
"57","42079000180",11
"58","42051000536",15
"59","42051001072",15
"60","42035000010",12
"61","42035000020",12
"62","42035000030",12
"63","42035000370",12
"64","42035000040",12
"65","42035000050",12
"66","42035000060",12
"67","42035000070",12
"68","42035000080",12
"69","42035000090",12
"70","42035000100",12
"71","42035000110",12
"72","42035000120",12
"73","42035000130",12
"74","42035000140",12
"75","42035000150",12
"76","42035000160",12
"77","42035000170",12
"78","42035000180",12
"79","42035000210",12
"80","42035000190",12
"81","42035000220",12
"82","42035000200",12
"83","42035000230",12
"84","42035000250",12
"85","42035000265",12
"86","42035000240",12
"87","42035000280",12
"88","42035000290",12
"89","42035000300",12
"90","42035000315",12
"91","42035000340",12
"92","42035000350",12
"93","42035000360",12
"94","42089000162",7
"95","42089000164",7
"96","42115000010",11
"97","42115000020",11
"98","42115000430",11
"99","42115000030",11
"100","42115000360",11
"101","42115000040",11
"102","42115000050",11
"103","42115000060",11
"104","42067000010",9
"105","42067000020",9
"106","42067000030",9
"107","42067000200",9
"108","42067000040",9
"109","42067000050",9
"110","42067000071",9
"111","42067000090",9
"112","42067000100",9
"113","42067000110",9
"114","42067000120",9
"115","42067000130",9
"116","42067000140",9
"117","42067000150",9
"118","42067000160",9
"119","42067000170",9
"120","42067000180",9
"121","42067000190",9
"122","42025000015",11
"123","42025000040",11
"124","42025000050",11
"125","42025000062",11
"126","42025000070",11
"127","42025000058",11
"128","42025000100",11
"129","42025000090",11
"130","42025000460",11
"131","42025000080",11
"132","42025000130",11
"133","42025000120",11
"134","42025000110",11
"135","42025000140",11
"136","42025000150",11
"137","42025000160",11
"138","42025000180",11
"139","42025000200",11
"140","42025000190",11
"141","42025000210",11
"142","42025000220",11
"143","42025000170",11
"144","42025000240",11
"145","42025000250",11
"146","42025000230",11
"147","42025000258",11
"148","42025000262",11
"149","42025000280",11
"150","42025000270",11
"151","42025000290",11
"152","42025000310",11
"153","42025000300",11
"154","42025000320",11
"155","42025000340",11
"156","42025000350",11
"157","42025000330",11
"158","42025000360",11
"159","42025000376",11
"160","42025000390",11
"161","42025000400",11
"162","42025000380",11
"163","42025000420",11
"164","42025000410",11
"165","42025000428",11
"166","42025000432",11
"167","42025000371",11
"168","42025000363",11
"169","42025000379",11
"170","42025000367",11
"171","42025000450",11
"172","42025000440",11
"173","42081000742",12
"174","42081000075",12
"175","42081000712",12
"176","42081000732",12
"177","42081000772",12
"178","42081000692",12
"179","42081000802",12
"180","42081000722",12
"181","42081000682",12
"182","42081000792",12
"183","42081000782",12
"184","42081000752",12
"185","42081000762",12
"186","42081000702",12
"187","42031000010",14
"188","42031000020",14
"189","42031000500",14
"190","42091003384",3
"191","42091003382",3
"192","42015000010",12
"193","42015000020",12
"194","42015000030",12
"195","42015000040",12
"196","42015000610",12
"197","42015000100",12
"198","42015000080",12
"199","42015000090",12
"200","42015000050",12
"201","42015000110",12
"202","42015000070",12
"203","42015000120",12
"204","42015000060",12
"205","42015000140",12
"206","42015000130",12
"207","42015000150",12
"208","42015000160",12
"209","42015000170",12
"210","42015000190",12
"211","42015000200",12
"212","42015000180",12
"213","42015000210",12
"214","42015000230",12
"215","42015000220",12
"216","42015000240",12
"217","42015000250",12
"218","42015000260",12
"219","42015000270",12
"220","42015000280",12
"221","42015000290",12
"222","42057000010",17
"223","42057000020",17
"224","42057000030",17
"225","42057000040",17
"226","42057000050",17
"227","42057000060",17
"228","42057000070",17
"229","42057000080",17
"230","42057000090",17
"231","42057000110",17
